Date,Open,High,Low,Close,Adj Close,Volume
2013-04-10,1.782970,1.788130,1.782300,1.782970,1.782970,0
2013-04-11,1.789300,1.789760,1.783000,1.789520,1.789520,0
2013-04-12,1.784060,1.791360,1.783500,1.784060,1.784060,0
2013-04-15,1.789270,1.794020,1.787900,1.789300,1.789300,0
2013-04-16,1.793470,1.797680,1.790200,1.793470,1.793470,0
2013-04-17,1.786310,1.799030,1.785870,1.786970,1.786970,0
2013-04-18,1.798370,1.800030,1.792600,1.798370,1.798370,0
2013-04-19,1.795270,1.799190,1.794470,1.795270,1.795270,0
2013-04-22,1.802160,1.808930,1.798000,1.801030,1.801030,0
2013-04-23,1.803880,1.809000,1.802970,1.803920,1.803920,0
2013-04-24,1.802210,1.805960,1.801900,1.802210,1.802210,0
2013-04-25,1.802620,1.803200,1.797000,1.802120,1.802120,0
2013-04-26,1.798470,1.802780,1.794900,1.798270,1.798270,0
2013-04-29,1.795770,1.797770,1.790000,1.795370,1.795370,0
2013-04-30,1.793610,1.799480,1.791920,1.793610,1.793610,0
2013-05-01,1.791110,1.794470,1.790100,1.791110,1.791110,0
2013-05-02,1.791900,1.795490,1.789230,1.791900,1.791900,0
2013-05-03,1.793640,1.799010,1.792410,1.793050,1.793050,0
2013-05-06,1.793210,1.798920,1.792000,1.793210,1.793210,0
2013-05-07,1.796170,1.801320,1.794920,1.796170,1.796170,0
2013-05-08,1.795550,1.797760,1.787170,1.796100,1.796100,0
2013-05-09,1.789220,1.795780,1.787400,1.789220,1.789220,0
2013-05-10,1.795390,1.805660,1.795370,1.795380,1.795380,0
2013-05-13,1.802800,1.812580,1.800800,1.802620,1.802620,0
2013-05-14,1.810320,1.815740,1.805800,1.810320,1.810320,0
2013-05-15,1.815280,1.825580,1.814330,1.814750,1.814750,0
2013-05-16,1.822170,1.834030,1.819000,1.822090,1.822090,0
2013-05-17,1.822820,1.846630,1.821900,1.822820,1.822820,0
2013-05-20,1.842070,1.848180,1.837750,1.842070,1.842070,0
2013-05-21,1.840480,1.854290,1.839400,1.840410,1.840410,0
2013-05-22,1.841170,1.848020,1.832900,1.842070,1.842070,0
2013-05-23,1.847780,1.858450,1.844330,1.847780,1.847780,0
2013-05-24,1.845830,1.849300,1.840000,1.845720,1.845720,0
2013-05-27,1.844090,1.848380,1.842500,1.844990,1.844990,0
2013-05-28,1.842870,1.859880,1.842870,1.842870,1.842870,0
2013-05-29,1.859790,1.869580,1.857000,1.859790,1.859790,0
2013-05-30,1.860770,1.878720,1.857200,1.860770,1.860770,0
2013-05-31,1.871880,1.895480,1.867000,1.871410,1.871410,0
2013-06-03,1.885800,1.899900,1.880010,1.885770,1.885770,0
2013-06-04,1.883400,1.888580,1.869460,1.883610,1.883610,0
2013-06-05,1.872000,1.891100,1.871980,1.871330,1.871330,0
2013-06-06,1.891790,1.905980,1.881000,1.891790,1.891790,0
2013-06-07,1.892210,1.900140,1.872600,1.892210,1.892210,0
2013-06-10,1.878030,1.901730,1.871000,1.878030,1.878030,0
2013-06-11,1.900010,1.908750,1.887600,1.899170,1.899170,0
2013-06-12,1.890170,1.894480,1.869700,1.890170,1.890170,0
2013-06-13,1.873600,1.877740,1.863200,1.873600,1.873600,0
2013-06-14,1.859970,1.862720,1.850050,1.859970,1.859970,0
2013-06-17,1.877300,1.877940,1.861000,1.877090,1.877090,0
2013-06-18,1.871260,1.887680,1.868400,1.869300,1.869300,0
2013-06-19,1.886000,1.888000,1.878490,1.885270,1.885270,0
2013-06-20,1.902370,1.937880,1.899470,1.902370,1.902370,0
2013-06-21,1.937930,1.947700,1.924450,1.938700,1.938700,0
2013-06-24,1.936540,1.959410,1.934450,1.936500,1.936500,0
2013-06-25,1.943270,1.947400,1.925520,1.944170,1.944170,0
2013-06-26,1.930710,1.943130,1.924600,1.930710,1.930710,0
2013-06-27,1.933720,1.936040,1.917380,1.933770,1.933770,0
2013-06-28,1.917670,1.936800,1.913760,1.917670,1.917670,0
2013-07-01,1.930560,1.930560,1.919500,1.928550,1.928550,0
2013-07-02,1.923220,1.929300,1.917800,1.923270,1.923270,0
2013-07-03,1.932560,1.953790,1.932200,1.932560,1.932560,0
2013-07-04,1.943670,1.957720,1.937700,1.943670,1.943670,0
2013-07-05,1.941020,1.969300,1.940670,1.941000,1.941000,0
2013-07-08,1.961580,1.971760,1.943470,1.961670,1.961670,0
2013-07-09,1.946300,1.950810,1.934580,1.946300,1.946300,0
2013-07-10,1.939920,1.959630,1.936310,1.939920,1.939920,0
2013-07-11,1.921170,1.955230,1.920780,1.919470,1.919470,0
2013-07-12,1.948670,1.963870,1.946070,1.949030,1.949030,0
2013-07-15,1.952100,1.954270,1.933730,1.951920,1.951920,0
2013-07-16,1.931950,1.937800,1.918400,1.931900,1.931900,0
2013-07-17,1.919720,1.929400,1.910500,1.919720,1.919720,0
2013-07-18,1.909320,1.924850,1.908200,1.910200,1.910200,0
2013-07-19,1.920300,1.926580,1.916000,1.920300,1.920300,0
2013-07-22,1.915100,1.917670,1.911060,1.915200,1.915200,0
2013-07-23,1.910670,1.916870,1.904380,1.910980,1.910980,0
2013-07-24,1.899740,1.919180,1.898800,1.899810,1.899810,0
2013-07-25,1.922650,1.930880,1.916800,1.921920,1.921920,0
2013-07-26,1.919670,1.928310,1.918380,1.921360,1.921360,0
2013-07-29,1.924520,1.927000,1.921310,1.924520,1.924520,0
2013-07-30,1.926700,1.929820,1.921000,1.926700,1.926700,0
2013-07-31,1.922450,1.945580,1.922170,1.922450,1.922450,0
2013-08-01,1.933690,1.946410,1.933170,1.933270,1.933270,0
2013-08-02,1.945170,1.951030,1.924180,1.945170,1.945170,0
2013-08-05,1.926180,1.934300,1.923000,1.926180,1.926180,0
2013-08-06,1.928470,1.933480,1.924500,1.928470,1.928470,0
2013-08-07,1.925550,1.933770,1.924600,1.925550,1.925550,0
2013-08-08,1.929870,1.931100,1.917660,1.929870,1.929870,0
2013-08-09,1.921470,1.921930,1.914130,1.921470,1.921470,0
2013-08-12,1.920180,1.926560,1.916000,1.920180,1.920180,0
2013-08-13,1.923570,1.934360,1.919270,1.924250,1.924250,0
2013-08-14,1.931550,1.940180,1.929760,1.931550,1.931550,0
2013-08-15,1.933080,1.945870,1.926100,1.932770,1.932770,0
2013-08-16,1.931970,1.938890,1.931000,1.931970,1.931970,0
2013-08-19,1.943210,1.955650,1.939000,1.942720,1.942720,0
2013-08-20,1.952800,1.954140,1.943980,1.953100,1.953100,0
2013-08-21,1.948250,1.975770,1.947420,1.948000,1.948000,0
2013-08-22,1.979720,1.992700,1.976660,1.980000,1.980000,0
2013-08-23,1.988610,1.998660,1.980520,1.988300,1.988300,0
2013-08-26,1.989520,1.998950,1.986590,1.989620,1.989620,0
2013-08-27,1.995720,2.039360,1.995720,1.995720,1.995720,0
2013-08-28,2.046900,2.071970,2.039980,2.047040,2.047040,0
2013-08-29,2.027540,2.039720,2.024890,2.028450,2.028450,0
2013-08-30,2.029110,2.039340,2.023670,2.028980,2.028980,0
2013-09-02,2.029990,2.035100,2.011860,2.029990,2.029990,0
2013-09-03,2.018450,2.062120,2.013570,2.018450,2.018450,0
2013-09-04,2.055500,2.066200,2.034140,2.056320,2.056320,0
2013-09-05,2.047380,2.083210,2.045590,2.047380,2.047380,0
2013-09-06,2.067980,2.075300,2.043000,2.068020,2.068020,0
2013-09-09,2.052100,2.053010,2.026330,2.051600,2.051600,0
2013-09-10,2.024140,2.036480,2.005900,2.024140,2.024140,0
2013-09-11,2.014880,2.027260,2.004440,2.015040,2.015040,0
2013-09-12,2.011600,2.027400,2.009100,2.011190,2.011190,0
2013-09-13,2.026600,2.038970,2.022700,2.026200,2.026200,0
2013-09-16,2.004850,2.012600,1.987400,2.001990,2.001990,0
2013-09-17,2.000880,2.012170,1.996800,2.000250,2.000250,0
2013-09-18,2.001140,2.007200,1.993000,2.001140,2.001140,0
2013-09-19,1.938100,1.965480,1.931500,1.938140,1.938140,0
2013-09-20,1.959900,1.986300,1.955630,1.960160,1.960160,0
2013-09-23,1.981400,1.993890,1.973600,1.980810,1.980810,0
2013-09-24,1.984260,2.004200,1.983170,1.984260,1.984260,0
2013-09-25,1.996500,2.007620,1.994700,1.995090,1.995090,0
2013-09-26,2.013690,2.022350,2.008330,2.013690,2.013690,0
2013-09-27,2.021130,2.043110,2.015960,2.019500,2.019500,0
2013-09-30,2.038100,2.043950,2.013600,2.038120,2.038120,0
2013-10-01,2.019230,2.020950,2.002000,2.019210,2.019210,0
2013-10-02,2.008900,2.022960,2.000100,2.008600,2.008600,0
2013-10-03,1.992720,2.008230,1.992000,1.992680,1.992680,0
2013-10-04,2.001690,2.002200,1.987700,2.002200,2.002200,0
2013-10-07,1.985990,2.001340,1.985900,1.986110,1.986110,0
2013-10-08,null,null,null,null,null,null
2013-10-09,1.987040,1.992220,1.982390,1.987040,1.987040,0
2013-10-10,1.981990,1.986420,1.973540,1.982100,1.982100,0
2013-10-11,1.974990,1.986080,1.973500,1.974990,1.974990,0
2013-10-14,1.986940,1.991150,1.977210,1.986940,1.986940,0
2013-10-15,1.981080,1.989230,1.979090,1.981200,1.981200,0
2013-10-16,1.984420,1.987060,1.973900,1.984420,1.984420,0
2013-10-17,1.973690,1.977400,1.960500,1.973690,1.973690,0
2013-10-18,1.965800,1.972570,1.960970,1.966070,1.966070,0
2013-10-21,1.967440,1.983960,1.966200,1.969090,1.969090,0
2013-10-22,1.978600,1.986480,1.965220,1.978990,1.978990,0
2013-10-23,1.966670,1.977780,1.966010,1.966820,1.966820,0
2013-10-24,1.973780,1.981960,1.969590,1.973780,1.973780,0
2013-10-25,1.979570,1.988540,1.977100,1.979570,1.979570,0
2013-10-28,1.981490,1.986910,1.977770,1.981540,1.981540,0
2013-10-29,1.982360,1.992110,1.981900,1.982310,1.982310,0
2013-10-30,1.990740,1.994080,1.986130,1.990100,1.990100,0
2013-10-31,1.993100,1.998000,1.986860,1.992890,1.992890,0
2013-11-01,1.996360,2.021120,1.992620,1.995990,1.995990,0
2013-11-04,2.015230,2.021970,2.012130,2.015290,2.015290,0
2013-11-05,2.014750,2.034020,2.014190,2.014690,2.014690,0
2013-11-06,2.029390,2.032150,2.023880,2.028900,2.028900,0
2013-11-07,2.034260,2.038990,2.021810,2.034260,2.034260,0
2013-11-08,2.034690,2.050710,2.021800,2.034690,2.034690,0
2013-11-11,2.038790,2.042280,2.032500,2.038790,2.038790,0
2013-11-12,2.041130,2.056400,2.040600,2.041940,2.041940,0
2013-11-13,2.052960,2.058490,2.046920,2.053010,2.053010,0
2013-11-14,2.041580,2.049600,2.038200,2.041590,2.041590,0
2013-11-15,2.034040,2.042480,2.029530,2.034400,2.034400,0
2013-11-18,2.029990,2.031200,2.016950,2.030160,2.030160,0
2013-11-19,2.020590,2.023450,2.005450,2.020330,2.020330,0
2013-11-20,2.009570,2.014020,2.001900,2.009340,2.009340,0
2013-11-21,2.014590,2.024980,2.012290,2.014640,2.014640,0
2013-11-22,2.015140,2.021600,2.007090,2.015140,2.015140,0
2013-11-25,2.007160,2.009410,1.993890,2.007310,2.007310,0
2013-11-26,2.006310,2.019880,2.002740,2.006310,2.006310,0
2013-11-27,2.010990,2.026490,2.010100,2.010990,2.010990,0
2013-11-28,2.024540,2.025750,2.012290,2.024390,2.024390,0
2013-11-29,2.013390,2.023700,2.011700,2.013000,2.013000,0
2013-12-02,2.018700,2.040350,2.017090,2.018930,2.018930,0
2013-12-03,2.038110,2.042800,2.031000,2.038060,2.038060,0
2013-12-04,2.043450,2.050930,2.039700,2.042110,2.042110,0
2013-12-05,2.047290,2.052660,2.035390,2.047340,2.047340,0
2013-12-06,2.035620,2.051690,2.018900,2.035100,2.035100,0
2013-12-09,2.024050,2.035070,2.020460,2.024050,2.024050,0
2013-12-10,2.031270,2.034520,2.023500,2.031260,2.031260,0
2013-12-11,2.025670,2.043740,2.024900,2.025800,2.025800,0
2013-12-12,2.042090,2.044970,2.035000,2.042410,2.042410,0
2013-12-13,2.042070,2.046100,2.036800,2.042070,2.042070,0
2013-12-16,2.040320,2.041620,2.025400,2.041620,2.041620,0
2013-12-17,2.026230,2.043470,2.025630,2.026400,2.026400,0
2013-12-18,2.034760,2.047600,2.033800,2.034860,2.034860,0
2013-12-19,2.054900,2.079000,2.047230,2.055300,2.055300,0
2013-12-20,2.071970,2.097780,2.071870,2.071870,2.071870,0
2013-12-23,2.089870,2.093570,2.083170,2.090100,2.090100,0
2013-12-24,2.097210,2.098510,2.076070,2.097210,2.097210,0
2013-12-25,2.076250,2.076250,2.067540,2.076250,2.076250,0
2013-12-26,2.095290,2.136800,2.087010,2.095290,2.095290,0
2013-12-27,2.122030,2.176610,2.114290,2.122030,2.122030,0
2013-12-30,2.155470,2.157310,2.120800,2.155000,2.155000,0
2013-12-31,2.120560,2.156280,2.112640,2.120560,2.120560,0
2014-01-01,2.147650,2.147650,2.147650,2.147650,2.147650,0
2014-01-02,2.144270,2.186490,2.144270,2.146400,2.146400,0
2014-01-03,2.169500,2.179580,2.161570,2.168670,2.168670,0
2014-01-06,2.174900,2.194360,2.174600,2.174900,2.174900,0
2014-01-07,2.169770,2.180770,2.158100,2.169580,2.169580,0
2014-01-08,2.165870,2.181300,2.162140,2.165970,2.165970,0
2014-01-09,2.183270,2.192730,2.178000,2.183470,2.183470,0
2014-01-10,2.176970,2.182110,2.160040,2.176970,2.176970,0
2014-01-13,2.164120,2.178480,2.162020,2.163750,2.163750,0
2014-01-14,2.178440,2.196570,2.177500,2.178430,2.178430,0
2014-01-15,2.182170,2.197000,2.181300,2.181970,2.181970,0
2014-01-16,2.189070,2.211700,2.188470,2.189070,2.189070,0
2014-01-17,2.206410,2.222480,2.203420,2.206270,2.206270,0
2014-01-20,2.233270,2.249820,2.231600,2.233270,2.233270,0
2014-01-21,2.238400,2.264700,2.234480,2.238670,2.238670,0
2014-01-22,2.251270,2.266900,2.238280,2.251270,2.251270,0
2014-01-23,2.258170,2.301700,2.257400,2.258270,2.258270,0
2014-01-24,2.290680,2.333570,2.284470,2.290270,2.290270,0
2014-01-27,2.329870,2.389200,2.300370,2.329770,2.329770,0
2014-01-28,2.278750,2.284400,2.252010,2.279770,2.279770,0
2014-01-29,2.185770,2.294500,2.162740,2.185770,2.185770,0
2014-01-30,2.260800,2.298100,2.240420,2.259360,2.259360,0
2014-01-31,2.263750,2.292400,2.242900,2.263750,2.263750,0
2014-02-03,2.259870,2.278000,2.255500,2.259870,2.259870,0
2014-02-04,2.275700,2.281970,2.244620,2.276520,2.276520,0
2014-02-05,2.235790,2.249580,2.231930,2.235900,2.235900,0
2014-02-06,2.236550,2.237540,2.205400,2.236550,2.236550,0
2014-02-07,2.206600,2.224900,2.191040,2.207470,2.207470,0
2014-02-10,2.218230,2.234300,2.210470,2.218230,2.218230,0
2014-02-11,2.211570,2.219710,2.194990,2.211570,2.211570,0
2014-02-12,2.191990,2.200400,2.180150,2.191990,2.191990,0
2014-02-13,2.187100,2.210500,2.187100,2.187570,2.187570,0
2014-02-14,2.182990,2.196650,2.178920,2.182990,2.182990,0
2014-02-17,2.177600,2.186530,2.172930,2.178670,2.178670,0
2014-02-18,2.176090,2.184990,2.174500,2.176090,2.176090,0
2014-02-19,2.177270,2.195200,2.175200,2.177170,2.177170,0
2014-02-20,2.213600,2.219050,2.195000,2.211760,2.211760,0
2014-02-21,2.200100,2.203900,2.177700,2.199100,2.199100,0
2014-02-24,2.176860,2.186690,2.171470,2.176860,2.176860,0
2014-02-25,2.200070,2.221600,2.195930,2.200070,2.200070,0
2014-02-26,2.211250,2.231010,2.198910,2.211250,2.211250,0
2014-02-27,2.232930,2.235180,2.230670,2.232930,2.232930,0
2014-02-28,2.210870,2.223470,2.204440,2.210870,2.210870,0
2014-03-03,2.226700,2.231370,2.215900,2.227760,2.227760,0
2014-03-04,2.227570,2.229250,2.204400,2.227570,2.227570,0
2014-03-05,2.205000,2.211370,2.199000,2.205180,2.205180,0
2014-03-06,2.201670,2.206600,2.179500,2.201670,2.201670,0
2014-03-07,2.178420,2.205680,2.177200,2.178410,2.178410,0
2014-03-10,2.202870,2.221900,2.202870,2.202870,2.202870,0
2014-03-11,2.217770,2.232460,2.213000,2.217770,2.217770,0
2014-03-12,2.243460,2.257800,2.230610,2.243460,2.243460,0
2014-03-13,2.231570,2.232760,2.218840,2.231570,2.231570,0
2014-03-14,2.232760,2.242000,2.222400,2.233260,2.233260,0
2014-03-17,2.220760,2.226040,2.214750,2.220760,2.220760,0
2014-03-18,2.218570,2.228470,2.216400,2.218570,2.218570,0
2014-03-19,2.216800,2.226200,2.216180,2.216670,2.216670,0
2014-03-20,2.239200,2.244410,2.229500,2.237630,2.237630,0
2014-03-21,2.230360,2.244230,2.228100,2.230360,2.230360,0
2014-03-24,2.235400,2.241590,2.231500,2.235000,2.235000,0
2014-03-25,2.236160,2.239170,2.224000,2.236160,2.236160,0
2014-03-26,2.215480,2.221400,2.191000,2.215480,2.215480,0
2014-03-27,2.190510,2.200910,2.175470,2.190510,2.190510,0
2014-03-28,2.183570,2.196940,2.182400,2.183670,2.183670,0
2014-03-31,2.175780,2.177760,2.138690,2.175780,2.175780,0
2014-04-01,2.137370,2.153540,2.134600,2.137370,2.137370,0
2014-04-02,2.136170,2.147850,2.119500,2.136570,2.136570,0
2014-04-03,2.127470,2.143900,2.127000,2.126670,2.126670,0
2014-04-04,2.132570,2.145440,2.106670,2.132570,2.132570,0
2014-04-07,2.112520,2.124420,2.110490,2.112260,2.112260,0
2014-04-08,2.110710,2.113450,2.088110,2.110710,2.110710,0
2014-04-09,2.093880,2.122770,2.092460,2.093300,2.093300,0
2014-04-10,2.101320,2.113230,2.092600,2.101410,2.101410,0
2014-04-11,2.110170,2.129280,2.109280,2.110180,2.110180,0
2014-04-14,2.116410,2.133100,2.112840,2.116410,2.116410,0
2014-04-15,2.121170,2.142400,2.116100,2.121170,2.121170,0
2014-04-16,2.141960,2.142460,2.128560,2.141960,2.141960,0
2014-04-17,2.134830,2.136320,2.120450,2.134830,2.134830,0
2014-04-18,2.126870,2.132410,2.125030,2.126870,2.126870,0
2014-04-21,2.129480,2.135570,2.128100,2.129920,2.129920,0
2014-04-22,2.132560,2.143230,2.131600,2.132560,2.132560,0
2014-04-23,2.141350,2.153070,2.139800,2.141350,2.141350,0
2014-04-24,2.150990,2.151450,2.128430,2.150990,2.150990,0
2014-04-25,2.133850,2.141280,2.129400,2.133950,2.133950,0
2014-04-28,2.135220,2.140780,2.122800,2.135220,2.135220,0
2014-04-29,2.127560,2.128910,2.117100,2.127560,2.127560,0
2014-04-30,2.120480,2.126050,2.111620,2.121000,2.121000,0
2014-05-01,2.111080,2.113750,2.103300,2.111080,2.111080,0
2014-05-02,2.105860,2.112210,2.096800,2.105860,2.105860,0
2014-05-05,2.103970,2.106840,2.095000,2.103970,2.103970,0
2014-05-06,2.099190,2.101250,2.089000,2.099190,2.099190,0
2014-05-07,2.089190,2.097600,2.080000,2.089190,2.089190,0
2014-05-08,2.080680,2.084190,2.066900,2.080580,2.080580,0
2014-05-09,2.075860,2.085580,2.071500,2.075860,2.075860,0
2014-05-12,2.075380,2.086050,2.071330,2.075270,2.075270,0
2014-05-13,2.081480,2.082330,2.064100,2.080680,2.080680,0
2014-05-14,2.067390,2.080820,2.059000,2.067390,2.067390,0
2014-05-15,2.070780,2.103440,2.070000,2.070680,2.070680,0
2014-05-16,2.098190,2.106150,2.091000,2.098190,2.098190,0
2014-05-19,2.096430,2.102880,2.089400,2.096430,2.096430,0
2014-05-20,2.095010,2.115480,2.094400,2.095010,2.095010,0
2014-05-21,2.111770,2.118880,2.100170,2.111570,2.111570,0
2014-05-22,2.093000,2.100000,2.079700,2.092960,2.092960,0
2014-05-23,2.081280,2.094570,2.079600,2.081280,2.081280,0
2014-05-26,2.079330,2.088610,2.078500,2.079330,2.079330,0
2014-05-27,2.082550,2.106700,2.082440,2.082430,2.082430,0
2014-05-28,2.100830,2.111700,2.098890,2.100830,2.100830,0
2014-05-29,2.096700,2.102370,2.084850,2.097270,2.097270,0
2014-05-30,2.087190,2.098670,2.085840,2.087190,2.087190,0
2014-06-02,2.095420,2.107370,2.091200,2.095420,2.095420,0
2014-06-03,2.107170,2.118890,2.095180,2.107010,2.107010,0
2014-06-04,2.116400,2.126890,2.112000,2.116990,2.116990,0
2014-06-05,2.114390,2.115300,2.096600,2.114390,2.114390,0
2014-06-06,2.097360,2.101820,2.075430,2.097360,2.097360,0
2014-06-09,2.075370,2.087080,2.075000,2.077200,2.077200,0
2014-06-10,2.085670,2.093000,2.078500,2.085870,2.085870,0
2014-06-11,2.078680,2.107440,2.077300,2.078680,2.078680,0
2014-06-12,2.112800,2.123560,2.099490,2.113130,2.113130,0
2014-06-13,2.111170,2.130070,2.109900,2.111170,2.111170,0
2014-06-16,2.123160,2.144460,2.121290,2.123160,2.123160,0
2014-06-17,2.142470,2.152700,2.131270,2.142470,2.142470,0
2014-06-18,2.149180,2.151580,2.139100,2.149010,2.149010,0
2014-06-19,2.123320,2.137700,2.122000,2.123320,2.123320,0
2014-06-20,2.140170,2.149320,2.134500,2.140170,2.140170,0
2014-06-23,2.142880,2.146980,2.133640,2.142880,2.142880,0
2014-06-24,2.135610,2.137460,2.127800,2.135610,2.135610,0
2014-06-25,2.141390,2.145400,2.128700,2.141390,2.141390,0
2014-06-26,2.129480,2.132870,2.124400,2.129480,2.129480,0
2014-06-27,2.125170,2.127900,2.122680,2.125170,2.125170,0
2014-06-30,2.123370,2.125290,2.117100,2.123490,2.123490,0
2014-07-01,2.117770,2.130240,2.116400,2.117300,2.117300,0
2014-07-02,2.128070,2.132500,2.124870,2.128070,2.128070,0
2014-07-03,2.129330,2.141630,2.127700,2.129330,2.129330,0
2014-07-04,2.127700,2.133970,2.126200,2.127700,2.127700,0
2014-07-07,2.132100,2.135710,2.128400,2.132100,2.132100,0
2014-07-08,2.128370,2.130650,2.122910,2.128470,2.128470,0
2014-07-09,2.123900,2.127160,2.118000,2.123900,2.123900,0
2014-07-10,2.114700,2.130000,2.114300,2.114880,2.114880,0
2014-07-11,2.122820,2.128900,2.117920,2.122680,2.122680,0
2014-07-14,2.118870,2.122300,2.113500,2.119020,2.119020,0
2014-07-15,2.115980,2.126170,2.115680,2.115980,2.115980,0
2014-07-16,2.123110,2.126430,2.117300,2.123380,2.123380,0
2014-07-17,2.120480,2.131800,2.119400,2.120480,2.120480,0
2014-07-18,2.139550,2.141240,2.122300,2.139820,2.139820,0
2014-07-21,2.124970,2.125370,2.114300,2.124780,2.124780,0
2014-07-22,2.117850,2.120480,2.104300,2.117670,2.117670,0
2014-07-23,2.105870,2.106300,2.086580,2.105870,2.105870,0
2014-07-24,2.087590,2.098030,2.086400,2.087580,2.087580,0
2014-07-25,2.090470,2.095930,2.089000,2.090240,2.090240,0
2014-07-28,2.093350,2.103250,2.090940,2.093100,2.093100,0
